review,sentiment
"I never thought I 'd say this , but I 'd much rather watch teens poking their genitals into fruit pies !",1
"scenario that will give most parents pause ... Then , something terrible happens .",2
"Some are fascinating and others are not , and in the end , it is almost a good movie .",2
"Schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs ...",1
"a huge disappointment coming , as it does , from filmmakers and performers of this calibre",0
"A culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling American in Europe .",3
This version does justice both to Stevenson and to the sci-fi genre .,3
"Broomfield 's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient .",1
He nonetheless appreciates the art and reveals a music scene that transcends culture and race .,4
Will certainly appeal to Asian cult cinema fans and Asiaphiles interested to see what all the fuss is about .,3
Leigh succeeds in delivering a dramatic slap in the face that 's simultaneously painful and refreshing .,3
"... very funny , very enjoyable ...",4
A wild ride with eight boarders from Venice Beach that was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival .,4
"Klein , charming in comedies like American Pie and dead-on in Election , delivers one of the saddest action hero performances ever witnessed .",1
Although it does n't always hang together -- violence and whimsy do n't combine easily -- `` Cherish '' certainly is n't dull .,2
One of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from Ms. Spears .,0
"An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",3
"An elegant work , Food of Love is as consistently engaging as it is revealing .",3
A tasty masala .,3
"Cockettes has the glorious , gaudy benefit of much stock footage of Those Days , featuring all manner of drag queen , bearded lady and lactating hippie .",2
"Egoyan 's work often elegantly considers various levels of reality and uses shifting points of view , but here he has constructed a film so labyrinthine that it defeats his larger purpose .",2
You could love Safe Conduct ( Laissez Passer ) for being a subtitled French movie that is 170 minutes long .,2
"After Collateral Damage , you might imagine that most every aggrieved father cliché has been unturned .",0
The very definition of what critics have come to term an `` ambitious failure . '',1
"It 's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones .",3
"It 's a feel-bad ending for a depressing story that throws a bunch of hot-button items in the viewer 's face and asks to be seen as hip , winking social commentary .",0
"A gem , captured in the unhurried , low-key style favored by many directors of the Iranian new wave .",2
Moonlight Mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .,3
"The setting is so cool that it chills the characters , reducing our emotional stake in the outcome of `` Intacto 's '' dangerous and seductively stylish game .",2
Many a parent and their teen ( or preteen ) kid could bond while watching A Walk To Remember .,4
"While Bollywood/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals , it also has plenty for those ( like me ) who are n't .",3
... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,2
The Sundance Film Festival has become so buzz-obsessed that fans and producers descend upon Utah each January to ferret out The Next Great Thing .,2
Really dumb but occasionally really funny .,2
The film is a fierce dance of destruction .,3
It made me realize that we really have n't had a good cheesy B-movie playing in theaters since ... well ... since last week 's Reign of Fire .,1
An awful movie that will only satisfy the most emotionally malleable of filmgoers .,0
The immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary Space Station 3D .,4
"The script is a tired one , with few moments of joy rising above the stale material .",1
This is the first film I 've ever seen that had no obvious directing involved .,2
Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .,3
"A boring masquerade ball where normally good actors , even Kingsley , are made to look bad .",1
Do we really need another film that praises female self-sacrifice ?,1
You do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace .,1
"It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .",4
"It 's not a classic spy-action or buddy movie , but it 's entertaining enough and worth a look .",2
"If I could have looked into my future and saw how bad this movie was , I would go back and choose to skip it .",0
"The only problem is that , by the end , no one in the audience or the film seems to really care .",0
"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags .",1
"Nevertheless , it still seems endless .",1
If you open yourself up to Mr. Reggio 's theory of this imagery as the movie 's set ... it can impart an almost visceral sense of dislocation and change .,3
"There are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels .",0
"The film has the high-buffed gloss and high-octane jolts you expect of De Palma , but what makes it transporting is that it 's also one of the smartest , most pleasurable expressions of pure movie love to come from an American director in years .",3
"Ice Age wo n't drop your jaw , but it will warm your heart , and I 'm giving it a strong thumbs up .",3
"Bad in such a bizarre way that it 's almost worth seeing , if only to witness the crazy confluence of purpose and taste .",2
"If you do n't flee , you might be seduced .",2
... although this idea is `` new '' the results are tired .,1
The dragons are the real stars of Reign of Fire and you wo n't be disappointed .,3
The entire film is one big excuse to play one lewd scene after another .,0
"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",0
"A timid , soggy near miss .",1
"Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",2
Paul Bettany is cool .,3
"We could have expected a little more human being , and a little less product .",2
"Bacon keeps things interesting , but do n't go out of your way to pay full price .",2
"Skins has a desolate air , but Eyre , a Native American raised by white parents , manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor .",3
"What enlivens this film , beyond the astute direction of Cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates .",3
"Nohe 's documentary about the event is sympathetic without being gullible : He is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .",3
That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .,2
"The ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations .",4
Possibly not since Grumpy Old Men have I heard a film so solidly connect with one demographic while striking out with another .,2
"Functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing .",3
"This is a finely written , superbly acted offbeat thriller .",4
"We have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat .",1
"Light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in Birthday Girl -- it 's simply , and surprisingly , a nice , light treat .",4
An unsophisticated sci-fi drama that takes itself all too seriously .,1
"Often overwrought and at times positively irritating , the film turns into an engrossing thriller almost in spite of itself .",2
Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain -- and the pay-off is negligible .,1
Do n't hate El Crimen del Padre Amaro because it 's anti-Catholic .,2
Tries so hard to be quirky and funny that the strain is all too evident .,0
"` Martin Lawrence Live ' is so self-pitying , I almost expected there to be a collection taken for the comedian at the end of the show .",0
"The cameo-packed , M : I-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise ... Then Mike Myers shows up and ruins everything .",2
"What makes Salton Sea surprisingly engrossing is that Caruso takes an atypically hypnotic approach to a world that 's often handled in fast-edit , hopped-up fashion .",4
"In its treatment of the dehumanizing and ego-destroying process of unemployment , Time Out offers an exploration that is more accurate than anything I have seen in an American film .",3
"The emotion is impressively true for being so hot-blooded , and both leads are up to the task .",4
"Fierce , glaring and unforgettable .",3
One gets the impression the creators of Do n't Ask Do n't Tell laughed a hell of a lot at their own jokes .,2
"The Hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame .",3
Cage makes an unusual but pleasantly haunting debut behind the camera .,3
"Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .",3
"Despite the predictable parent vs. child coming-of-age theme , first-class , natural acting and a look at `` the real Americans '' make this a charmer .",4
"Any reasonably creative eighth-grader could have written a more credible script , though with the same number of continuity errors .",0
Eight Legged Freaks ?,1
"Handled correctly , Wilde 's play is a masterpiece of elegant wit and artifice .",4
"While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .",1
"As a girl-meets-girl romantic comedy , Kissing Jessica Steinis quirky , charming and often hilarious .",4
"There may have been a good film in `` Trouble Every Day , '' but it is not what is on the screen .",1
As tricky and satisfying as any of David Mamet 's airless cinematic shell games .,3
Befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject,1
"Beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .",0
"These three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people .",4
"Officially , it is twice as bestial but half as funny .",1
Chaiken ably balances real-time rhythms with propulsive incident .,3
"A weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern L.A. 's show-biz and media subcultures .",3
A fascinating case study of flower-power liberation -- and the price that was paid for it .,4
Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role .,3
"Schaeffer is n't in this film , which may be why it works as well as it does .",3
"This film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion .",3
"What 's not to like about a movie with a ` children 's ' song that includes the line ` My stepdad 's not mean , he 's just adjusting ' ?",3
Aniston has at last decisively broken with her Friends image in an independent film of satiric fire and emotional turmoil .,3
"On its icy face , the new film is a subzero version of Monsters , Inc. , without the latter 's imagination , visual charm or texture .",0
"If nothing else , `` Rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by LL Cool J.",1
"A compelling pre-WWII drama with vivid characters and a warm , moving message .",4
One can only assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,1
A brutally dry satire of Middle American numbness .,1
Astonishing ... ( frames ) profound ethical and philosophical questions in the form of dazzling pop entertainment .,4
There 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,3
"A loud , brash and mainly unfunny high school comedy .",0
"Nicolas Cage is n't the first actor to lead a group of talented friends astray , and this movie wo n't create a ruffle in what is already an erratic career .",1
It seems Grant does n't need the floppy hair and the self-deprecating stammers after all .,2
"Terminally bland , painfully slow and needlessly confusing ... The movie , shot on digital videotape rather than film , is frequently indecipherable .",1
"It understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .",2
"Loud , chaotic and largely unfunny .",0
"The film is enriched by an imaginatively mixed cast of antic spirits , headed by Christopher Plummer as the subtlest and most complexly evil Uncle Ralph I 've ever seen in the many film and stage adaptations of the work .",4
Could this be the first major studio production shot on video tape instead of film ?,1
The heat of the moment prevails .,3
One regards Reign of Fire with awe .,4
Those 24-and-unders looking for their own Caddyshack to adopt as a generational signpost may have to keep on looking .,1
"Unspeakable , of course , barely begins to describe the plot and its complications .",0
Suffers from over-familiarity since hit-hungry British filmmakers have strip-mined the Monty formula mercilessly since 1997 .,0
A series of immaculately composed shots of Patch Adams quietly freaking out does not make for much of a movie .,1
Poignant Japanese epic about adolescent anomie and heartbreak .,3
Poignant if familiar story of a young person suspended between two cultures .,3
"A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , BMWs and seaside chateaus .",2
It uses some of the figures from the real-life story to portray themselves in the film .,3
"The first Tunisian film I have ever seen , and it 's also probably the most good-hearted yet sensual entertainment I 'm likely to see all year .",4
"You 'll forget about it by Monday , though , and if they 're old enough to have developed some taste , so will your kids .",0
`` 13 Conversations About One Thing '' is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .,4
Incoherence reigns .,1
"Holds limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp .",2
We just do n't really care too much about this love story .,1
One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead .,3
"An awfully good , achingly human picture .",3
"Despite an overwrought ending , the film works as well as it does because of the performances .",3
"This would-be ` James Bond for the Extreme Generation ' pic is one big , dumb action movie .",0
"Russell lacks the visual panache , the comic touch , and perhaps the budget of Sommers 's title-bout features .",1
"Directed with purpose and finesse by England 's Roger Mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as Notting Hill to commercial fare with real thematic heft .",4
"Before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .",3
A mess .,1
"Hill looks to be going through the motions , beginning with the pale script .",1
"Rich in shadowy metaphor and as sharp as a samurai sword , Jiang Wen 's Devils on the Doorstep is a wartime farce in the alternately comic and gut-wrenching style of Joseph Heller or Kurt Vonnegut .",4
Eerily accurate depiction of depression .,1
"There are times when you wish that the movie had worked a little harder to conceal its contrivances , but Brown Sugar turns out to be a sweet and enjoyable fantasy .",2
I did n't smile .,1
Conforms itself with creating a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences .,1
Dolman confines himself to shtick and sentimentality -- the one bald and the other sloppy .,2
`` The Quiet American '' begins in Saigon in 1952 .,2
"It 's sobering , particularly if anyone still thinks this conflict can be resolved easily , or soon .",2
Waiting for Godard can be fruitful : ` In Praise of Love ' is the director 's epitaph for himself .,3
`` ... something appears to have been lost in the translation this time .,0
"A film really has to be exceptional to justify a three hour running time , and this is n't .",1
"Like its New England characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .",3
"... the first 2/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor ...",4
"A thoroughly enjoyable , heartfelt coming-of-age comedy .",3
"As is often the case with ambitious , eager first-time filmmakers , Mr. Murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold .",1
"This sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem .",4
"Those prone to indignation need not apply ; those susceptible to blue hilarity , step right up .",3
The most consistently funny of the Austin Powers films .,3
"Although made on a shoestring and unevenly acted , conjures a Lynch-like vision of the rotting underbelly of Middle America .",1
"Unfortunately , that 's precisely what Arthur Dong 's Family Fundamentals does .",1
As simple and innocent a movie as you can imagine .,3
"Allegiance to Chekhov , which director Michael Cacoyannis displays with somber earnestness in the new adaptation of The Cherry Orchard , is a particularly vexing handicap .",1
The major problem with Windtalkers is that the bulk of the movie centers on the wrong character .,1
"A quiet , disquieting triumph .",3
... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .,4
How inept is Serving Sara ?,0
"Shunji Iwai 's All About Lily Chou Chou is a beautifully shot , but ultimately flawed film about growing up in Japan .",1
This film can only point the way -- but thank goodness for this signpost .,3
"Resident Evil is n't a product of its cinematic predecessors so much as an MTV , sugar hysteria , and PlayStation cocktail .",1
"Sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .",3
"Slap me , I saw this movie .",0
I 'd be lying if I said my ribcage did n't ache by the end of Kung Pow .,3
"But mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .",1
"To better understand why this did n't connect with me would require another viewing , and I wo n't be sitting through this one again ... that in itself is commentary enough .",0
"This makes Minority Report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .",4
Intimate and panoramic .,3
"The movie does n't think much of its characters , its protagonist , or of us .",1
"Jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism .",3
The real question this movie poses is not ` Who ? ',2
"It 's a beautiful film , full of elaborate and twisted characters - and it 's also pretty funny .",4
One ca n't deny its seriousness and quality .,3
"The huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .",3
"Overall , Cletis Tout is a winning comedy that excites the imagination and tickles the funny bone .",4
( A ) rather thinly-conceived movie .,0
"Tells a fascinating , compelling story .",4
Fluffy neo-noir hiding behind cutesy film references .,1
Ultimately this is a frustrating patchwork : an uneasy marriage of Louis Begley 's source novel ( About Schmidt ) and an old Payne screenplay .,1
"You see the movie and you think , zzzzzzzzz .",0
"Its message has merit and , in the hands of a brutally honest individual like Prophet Jack , might have made a point or two regarding life .",1
Highly engaging .,4
And how .,2
"A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .",3
"So earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script .",2
"You need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of Haynes ' work .",3
"Like an Afterschool Special with costumes by Gianni Versace , Mad Love looks better than it feels .",1
The emotional overload of female angst irreparably drags the film down .,0
"Dull and mechanical , kinda like a very goofy museum exhibit",2
"Shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic .",4
"both overstuffed and undernourished ... The film ca n't be called a solid success , although there 's plenty of evidence here to indicate Clooney might have better luck next time .",2
"A brain twister , less a movie-movie than a funny and weird meditation on Hollywood , success , artistic integrity and intellectual bankruptcy .",2
"( Evans is ) a fascinating character , and deserves a better vehicle than this facetious smirk of a movie .",1
The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .,1
"Not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time .",4
"A sweet , tender sermon about a 12-year-old Welsh boy more curious about God than girls , who learns that believing in something does matter .",3
"If you 're not a fan , it might be like trying to eat Brussels sprouts .",1
That Haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .,4
Anyone else seen this before ?,2
"The bland outweighs the nifty , and Cletis Tout never becomes the clever crime comedy it thinks it is .",2
"In one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .",1
"Too much power , not enough puff .",1
"Benigni presents himself as the boy puppet Pinocchio , complete with receding hairline , weathered countenance and American Breckin Meyer 's ridiculously inappropriate Valley Boy voice .",2
Writer / director M. Night Shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .,3
"Time stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .",1
"I 'm not sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening , but it 's stupid .",0
"Swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds .",4
A delicious and delicately funny look at the residents of a Copenhagen neighborhood coping with the befuddling complications life tosses at them .,4
What you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .,0
This film was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers .,2
Only at the prospect of Beck 's next project .,2
Like a less dizzily gorgeous companion to Mr. Wong 's In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .,2
( A ) satisfying niblet .,3
"This is unusual , food-for-thought cinema that 's as entertaining as it is instructive .",3
